"Age","SLG","OBP","OPS","HR"
19,0.516908212560386,0.405679513184584,0.922587725744971,22
20,0.547970479704797,0.400606980273141,0.948577459977938,34
21,0.694805194805195,0.489795918367347,1.18460111317254,13
22,0.533864541832669,0.464831804281346,0.998696346114015,29
23,0.485380116959064,0.408256880733945,0.893636997693009,21
23,0.39010989010989,0.387665198237885,0.777775088347776,6
24,0.519366197183099,0.41018387553041,0.929550072713509,35
